City,Location,Price,Bedrooms,Baths,Area
Karachi,"North Nazimabad - Block L,  North Nazimabad, Karachi",97500000,6,6,3744
Karachi,"Bahria Apartments,  Bahria Town Karachi, Karachi",9000000,2,2,954
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",14000000,3,3,1125
Karachi,"Gulshan-e-Iqbal - Block 13/D-3,  Gulshan-e-Iqbal, Karachi",22000000,4,5,2196
Karachi,"Emaar Pearl Towers,  Emaar Crescent Bay, Karachi",64000000,3,4,2448
Karachi,"Emaar Pearl Towers,  Emaar Crescent Bay, Karachi",71000000,3,4,2304
Karachi,"Bukhari Commercial Area,  DHA Phase 6, Karachi",22500000,3,3,1422
Karachi,"Badar Commercial Area,  DHA Phase 5, Karachi",15000000,3,4,1449
Karachi,"DHA Phase 2,  DHA Defence, Karachi",130000000,4,6,5400
Karachi,"North Karachi,  Karachi, Karachi",14000000,5,4,990
Karachi,"North Karachi - Sector 11A,  North Karachi, Karachi",5200000,2,2,747
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",38000000,3,3,2601
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",68000000,5,5,3375
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",71000000,5,5,3375
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",70000000,5,5,3375
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",69000000,5,5,3375
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",68500000,5,5,3375
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",38000000,3,3,2700
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",38500000,3,3,2700
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",38500000,3,5,2700
Karachi,"DHA Phase 6,  DHA Defence, Karachi",420000000,6,7,9000
Karachi,"DHA Phase 5,  DHA Defence, Karachi",90000000,5,5,4500
Karachi,"DHA Phase 1,  DHA Defence, Karachi",29000000,3,3,1800
Karachi,"Creek Vista,  DHA Phase 8, Karachi",70000000,4,5,3654
Karachi,"Amil Colony,  Karachi, Karachi",35000000,3,3,1602
Karachi,"Gulshan-e-Iqbal - Block 1,  Gulshan-e-Iqbal, Karachi",18000000,3,3,1404
Karachi,"ARY Laguna,  DHA City Karachi, Karachi",9550000,2,2,1026
Karachi,"Bahria Town - Precinct 35,  Bahria Sports City, Karachi",20000000,4,4,3150
Karachi,"DHA Phase 7 Extension,  DHA Defence, Karachi",37000000,3,4,900
Karachi,"Emaar Pearl Towers,  Emaar Crescent Bay, Karachi",55500000,2,3,1674
Karachi,"Emaar Reef Towers,  Emaar Crescent Bay, Karachi",68500000,3,4,2196
Karachi,"North Karachi - Sector 11A,  North Karachi, Karachi",4300000,2,2,702
Karachi,"DHA Phase 6,  DHA Defence, Karachi",76000000,4,4,4500
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",64500000,5,5,3375
Karachi,"Old Falcon Complex (AFOHS),  Malir Cantonment, Karachi",58000000,5,5,3150
Karachi,"DOHS Phase 2,  Malir Cantonment, Karachi",57500000,3,5,3150
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",39000000,3,3,2700
Karachi,"Askari 5 - Sector F,  Askari 5, Karachi",37500000,3,3,2574
Karachi,"Gulshan-e-Maymar - Sector U,  Gulshan-e-Maymar, Karachi",31500000,6,6,2160
Karachi,"Tauheed Commercial Area,  DHA Phase 5, Karachi",19000000,3,3,1998
Karachi,"North Karachi - Sector 5-C/1,  North Karachi - Sector 5-C, Karachi",9000000,4,3,720
Karachi,"DHA Phase 5,  DHA Defence, Karachi",165000000,7,9,9000
Karachi,"DHA Phase 5,  DHA Defence, Karachi",85000000,5,6,4500
Karachi,"DHA Phase 5,  DHA Defence, Karachi",12500000,3,3,900
Karachi,"DHA Phase 8 - Zone A,  DHA Phase 8, Karachi",200000000,6,6,4500
Karachi,"DHA Phase 5,  DHA Defence, Karachi",125000000,0,0,4500
Karachi,"DHA Phase 6,  DHA Defence, Karachi",300000000,7,8,9000
Karachi,"DHA Phase 6,  DHA Defence, Karachi",120000000,6,6,4500
Karachi,"DHA Phase 6,  DHA Defence, Karachi",130000000,6,7,4500
Karachi,"Rahat Commercial Area,  DHA Phase 6, Karachi",22500000,3,3,1143
Karachi,"Federal Government Employees Housing Foundation,  Scheme 33, Karachi",13000000,3,3,1404
Karachi,"Gohar Green City,  Karachi, Karachi",6800000,2,2,603
Karachi,"DHA Phase 2 Extension,  DHA Defence, Karachi",39500000,4,4,900
Karachi,"DHA Phase 8,  DHA Defence, Karachi",170000000,0,0,4500
Karachi,"Emaar Reef Towers,  Emaar Crescent Bay, Karachi",61000000,3,4,2196
Karachi,"Emaar Coral Towers,  Emaar Crescent Bay, Karachi",42500000,3,4,2502
Karachi,"Shaheed Millat Road,  Karachi, Karachi",65000000,4,4,2403
Karachi,"Shadman Town - Sector-14/B,  Shadman, Karachi",15000000,4,4,1800
Karachi,"Shadman Town - Sector-14/B,  Shadman, Karachi",46000000,6,6,2160
Karachi,"Shadman Town - Sector-14/B,  Shadman, Karachi",23000000,5,5,1080
Karachi,"Shadman Town - Sector-14/B,  Shadman, Karachi",26000000,6,6,1080
Karachi,"DHA Phase 5,  DHA Defence, Karachi",12500000,3,3,1098
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"DHA Phase 6,  DHA Defence, Karachi",159000000,6,7,4500
Karachi,"Creek Vista,  DHA Phase 8, Karachi",66000000,3,4,3249
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",65000000,5,5,3375
Karachi,"Emaar Reef Towers,  Emaar Crescent Bay, Karachi",56000000,2,3,1800
Karachi,"Emaar Pearl Towers,  Emaar Crescent Bay, Karachi",57500000,2,3,1638
Karachi,"Karachi Administration Employees - Block 8,  Karachi Administration Employees Society, Karachi",17800000,3,4,1350
Karachi,"Gulistan-e-Jauhar - Block 13,  Gulistan-e-Jauhar, Karachi",60000000,6,6,2700
Karachi,"Korangi Creek Cantonment,  Korangi, Karachi",3800000,2,2,747
Karachi,"DHA Phase 7,  DHA Defence, Karachi",115000000,6,6,4500
Karachi,"Pearl Villas,  Surjani Town, Karachi",9100000,4,4,1080
Karachi,"Emaar Coral Towers,  Emaar Crescent Bay, Karachi",48000000,3,4,2133
Karachi,"Emaar Coral Towers,  Emaar Crescent Bay, Karachi",45000000,3,3,1926
Karachi,"Nazimabad - Block 5C,  Nazimabad, Karachi",11500000,3,3,1197
Karachi,"DHA Phase 8,  DHA Defence, Karachi",400000000,6,6,9000
Karachi,"Shaheed Millat Road,  Karachi, Karachi",53500000,4,4,2151
Karachi,"North Nazimabad - Block C,  North Nazimabad, Karachi",31000000,4,4,2691
Karachi,"Manzoor Colony,  Karachi, Karachi",5800000,2,3,999
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",16000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Askari 5 - Sector F,  Askari 5, Karachi",37500000,3,3,2574
Karachi,"Askari 5 - Sector H,  Askari 5, Karachi",79000000,5,5,3852
Karachi,"DHA Phase 6,  DHA Defence, Karachi",82000000,5,6,3600
Karachi,"DHA Phase 8,  DHA Defence, Karachi",395000000,6,6,9000
Karachi,"DHA Phase 8,  DHA Defence, Karachi",130000000,5,6,4500
Karachi,"DHA Phase 8,  DHA Defence, Karachi",67500000,6,6,1350
Karachi,"Gulistan-e-Jauhar - Block 2,  Gulistan-e-Jauhar, Karachi",47500000,4,4,2700
Karachi,"DHA Phase 6,  DHA Defence, Karachi",14000000,3,4,1197
Karachi,"DHA Phase 6,  DHA Defence, Karachi",150000000,8,8,5400
Karachi,"DHA Phase 8,  DHA Defence, Karachi",210000000,0,0,4500
Karachi,"Bahria Town - Precinct 4,  Bahria Town Karachi, Karachi",32500000,6,7,4500
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",7700000,2,2,954
Karachi,"Shahra-e-Faisal,  Karachi, Karachi",48000000,3,3,2403
Karachi,"Khalid Bin Walid Road,  Karachi, Karachi",55000000,3,3,2196
Karachi,"Allama Iqbal Road,  PECHS, Karachi",80000000,4,4,2700
Karachi,"Gulistan-e-Jauhar - Block 14,  Gulistan-e-Jauhar, Karachi",18500000,4,4,720
Karachi,"Gulistan-e-Jauhar - Block 7,  Gulistan-e-Jauhar, Karachi",62500000,6,6,3600
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"DHA Phase 6,  DHA Defence, Karachi",500000000,9,5,18000
Karachi,"DHA Phase 8,  DHA Defence, Karachi",190000000,6,7,4500
Karachi,"Gulshan-e-Iqbal,  Gulshan-e-Iqbal Town, Karachi",32500000,3,3,2160
Karachi,"DHA Phase 4,  DHA Defence, Karachi",62500000,4,6,2700
Karachi,"DHA Phase 8,  DHA Defence, Karachi",165000000,6,0,4500
Karachi,"Gulistan-e-Jauhar - Block 13,  Gulistan-e-Jauhar, Karachi",14000000,3,3,1404
Karachi,"Jamshed Road,  Karachi, Karachi",45000000,4,4,2196
Karachi,"Sharfabad,  Gulshan-e-Iqbal Town, Karachi",25000000,0,0,1503
Karachi,"Soldier Bazar,  Jamshed Town, Karachi",35000000,4,4,1953
Karachi,"Saadi Town,  Scheme 33, Karachi",15500000,0,0,1080
Karachi,"Bahria Town - Precinct 12,  Bahria Town Karachi, Karachi",13000000,3,3,1125
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",16000000,3,4,1368
Karachi,"Bahria Paradise,  Bahria Town Karachi, Karachi",46500000,5,6,4500
Karachi,"Bahria Sports City,  Bahria Town Karachi, Karachi",23000000,4,4,3150
Karachi,"Bahria Paradise,  Bahria Town Karachi, Karachi",46500000,3,3,4500
Karachi,"Bahria Town - Precinct 1,  Bahria Town Karachi, Karachi",38000000,5,6,2250
Karachi,"Bahria Homes - Iqbal Villas,  Bahria Town - Precinct 2, Karachi",18500000,3,3,1368
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",20000000,3,3,1800
Karachi,"Bahria Town - Precinct 7,  Bahria Town Karachi, Karachi",14000000,3,3,1296
Karachi,"Bahria Town - Precinct 1,  Bahria Town Karachi, Karachi",30500000,4,4,2448
Karachi,"Emaar Reef Towers,  Emaar Crescent Bay, Karachi",57000000,2,4,1800
Karachi,"Bahria Town Karachi,  Karachi, Karachi",5900000,4,4,1125
Karachi,"Bahria Town Karachi,  Karachi, Karachi",39600000,7,7,9000
Karachi,"Bahria Paradise - Precinct 51,  Bahria Paradise, Karachi",39000000,5,5,4500
Karachi,"Bahria Town - Precinct 9,  Bahria Town Karachi, Karachi",50000000,5,5,4500
Karachi,"Bahria Hills,  Bahria Town Karachi, Karachi",85000000,5,5,4950
Karachi,"Gulistan-e-Jauhar - Block 15,  Gulistan-e-Jauhar, Karachi",68500000,9,6,2160
Karachi,"DHA Phase 6,  DHA Defence, Karachi",200000000,8,8,9000
Karachi,"Bahria Heights,  Bahria Town Karachi, Karachi",6000000,2,3,1098
Karachi,"Bahria Town - Precinct 8,  Bahria Town Karachi, Karachi",32000000,5,6,2448
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",23500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",19000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",16500000,3,3,1368
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",19000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-B,  Bahria Town - Precinct 11, Karachi",15000000,3,3,1368
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"North Nazimabad - Block L,  North Nazimabad, Karachi",65000000,6,6,2097
Karachi,"Saadi Town - Block 7,  Saadi Town, Karachi",23500000,4,5,1080
Karachi,"Business & Professional Housing Society,  Scheme 33 - Sector 51-A, Karachi",28000000,6,6,1800
Karachi,"North Karachi,  Karachi, Karachi",13000000,0,0,720
Karachi,"Gulshan-e-Maymar - Sector X,  Gulshan-e-Maymar, Karachi",35000000,6,6,1800
Karachi,"Bahria Town - Precinct 1,  Bahria Town Karachi, Karachi",6200000,1,1,576
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",18500000,3,4,1125
Karachi,"Civil Lines,  Karachi, Karachi",65000000,4,4,2196
Karachi,"Falcon Complex New Malir,  Malir, Karachi",70000000,4,5,3150
Karachi,"Falcon Complex New Malir,  Malir, Karachi",87500000,5,5,4500
Karachi,"Bahria Town - Precinct 7,  Bahria Town Karachi, Karachi",95000000,8,9,9000
Karachi,"Bahria Town - Precinct 18,  Bahria Town Karachi, Karachi",3574000,3,3,405
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",15000000,4,5,1125
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",27000000,4,4,2952
Karachi,"Bahria Apartments,  Bahria Town Karachi, Karachi",18500000,3,3,2250
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",9000000,2,2,954
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",18000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"Bahria Sports City,  Bahria Town Karachi, Karachi",19900000,4,4,3150
Karachi,"DHA Phase 5,  DHA Defence, Karachi",115000000,5,6,5130
Karachi,"North Nazimabad - Block D,  North Nazimabad, Karachi",58000000,6,7,1890
Karachi,"Bahria Heights,  Bahria Town Karachi, Karachi",11800000,2,2,1098
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",15200000,3,3,2115
Karachi,"Federal B Area - Block 10,  Federal B Area, Karachi",106000000,8,6,3600
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",19800000,3,3,2250
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",15000000,3,3,1125
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",15000000,3,3,1125
Karachi,"Bahria Apartments,  Bahria Town Karachi, Karachi",24500000,3,3,2547
Karachi,"Bahria Town Karachi,  Karachi, Karachi",7000000,4,4,540
Karachi,"Bahria Town Karachi,  Karachi, Karachi",2784000,2,2,315
Karachi,"North Karachi - Sector 9,  North Karachi, Karachi",35000000,4,5,1080
Karachi,"North Karachi - Sector 11A,  North Karachi, Karachi",42500000,7,6,2160
Karachi,"De Comforts,  Federal B Area - Block 8, Karachi",27000000,4,4,1080
Karachi,"DHA Phase 8 - Zone A,  DHA Phase 8, Karachi",210000000,5,6,4500
Karachi,"DHA Phase 5,  DHA Defence, Karachi",500000000,4,4,18000
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",20500000,3,3,1800
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",18000000,3,3,2115
Karachi,"North Karachi - Sector 5-C/1,  North Karachi - Sector 5-C, Karachi",12500000,4,4,720
Karachi,"Bahria Town - Quaid Villas,  Bahria Town - Precinct 2, Karachi",24000000,3,3,1800
Karachi,"North Karachi - Sector 5-C/3,  North Karachi - Sector 5-C, Karachi",8200000,2,2,720
Karachi,"North Karachi - Sector 4,  North Karachi, Karachi",7800000,2,2,720
Karachi,"Gwalior Cooperative Housing Society,  Scheme 33, Karachi",8000000,2,2,945
Karachi,"Nishat Commercial Area,  DHA Phase 6, Karachi",12000000,2,2,954
Karachi,"Saima Arabian Villas,  Gadap Town, Karachi",14900000,3,3,1440
Karachi,"Falcon Complex New Malir,  Malir, Karachi",74500000,4,4,3150
Karachi,"Gulshan-e-Maymar - Sector X,  Gulshan-e-Maymar, Karachi",9000000,2,2,1017
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",37500000,3,3,2700
Karachi,"Bahria Town - Precinct 1,  Bahria Town Karachi, Karachi",35000000,5,6,2448
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",68000000,5,5,3375
Karachi,"DHA Phase 8,  DHA Defence, Karachi",395000000,6,0,9000
Karachi,"DHA Phase 8,  DHA Defence, Karachi",320000000,6,6,9000
Karachi,"DHA Phase 6,  DHA Defence, Karachi",100000000,0,0,4500
Karachi,"Saima Arabian Villas,  Gadap Town, Karachi",12000000,2,2,1080
Karachi,"DHA Phase 7,  DHA Defence, Karachi",75000000,6,6,4770
Karachi,"Bahria Town - Precinct 4,  Bahria Town Karachi, Karachi",3600000,1,1,477
Karachi,"DHA Phase 6,  DHA Defence, Karachi",140000000,6,6,4500
Karachi,"North Karachi,  Karachi, Karachi",5700000,5,2,1197
Karachi,"Bahria Apartments,  Bahria Town Karachi, Karachi",8200000,2,2,954
Karachi,"Bahria Homes - Iqbal Villas,  Bahria Town - Precinct 2, Karachi",17400000,3,3,1368
Karachi,"Gulistan-e-Jauhar - Block 3-A,  Gulistan-e-Jauhar, Karachi",35000000,3,3,3600
Karachi,"Gulshan-e-Maymar - Sector X,  Gulshan-e-Maymar, Karachi",8200000,3,3,954
Karachi,"DHA Phase 1,  DHA Defence, Karachi",35000000,3,3,2304
Karachi,"Sehar Commercial Area,  DHA Phase 7, Karachi",10000000,2,2,900
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",15000000,3,3,1125
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",19000000,3,3,1800
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",8000000,2,2,954
Karachi,"Bahria Paradise,  Bahria Town Karachi, Karachi",47000000,5,5,4698
Karachi,"Bahria Sports City,  Bahria Town Karachi, Karachi",22000000,4,4,3150
Karachi,"Bahria Town - Precinct 10-A,  Bahria Town Karachi, Karachi",18200000,3,3,1800
Karachi,"DHA Phase 6,  DHA Defence, Karachi",98500000,5,6,5400
Karachi,"DHA Phase 8 - Zone A,  DHA Phase 8, Karachi",210000000,5,6,4500
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",9000000,2,2,954
Karachi,"Malir Cantonment,  Cantt, Karachi",9800000,2,2,918
Karachi,"Gulshan-e-Iqbal - Block 4,  Gulshan-e-Iqbal, Karachi",24000000,3,3,1602
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",69500000,5,5,3375
Karachi,"Bahria Town - Precinct 12,  Bahria Town Karachi, Karachi",16500000,3,0,1125
Karachi,"Gulistan-e-Jauhar - Block 2,  Gulistan-e-Jauhar, Karachi",25000000,3,3,2160
Karachi,"Bahria Town Karachi,  Karachi, Karachi",14800000,3,3,1125
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",14000000,3,4,2115
Karachi,"Saima Presidency,  Malir Cantonment, Karachi",20000000,3,3,2403
Karachi,"Model Colony - Malir,  Malir, Karachi",23000000,6,6,1305
Karachi,"Model Colony - Malir,  Malir, Karachi",21000000,4,4,990
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",9400000,2,2,954
Karachi,"Bahria Town - Precinct 1,  Bahria Town Karachi, Karachi",14000000,3,3,1296
Karachi,"Nazimabad 3 - Block D,  Nazimabad 3, Karachi",7700000,2,3,1080
Karachi,"Bahria Town - Precinct 31,  Bahria Town Karachi, Karachi",15600000,3,3,2115
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",17000000,3,3,2115
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",15600000,3,3,1125
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",17000000,3,3,1368
Karachi,"Bahria Town - Precinct 11-B,  Bahria Town - Precinct 11, Karachi",15600000,3,3,1368
Karachi,"Bahria Homes - Iqbal Villas,  Bahria Town - Precinct 2, Karachi",19000000,3,3,1368
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",19000000,3,3,1800
Karachi,"Bahria Town - Precinct 11-A,  Bahria Town - Precinct 11, Karachi",19000000,3,3,1800
Karachi,"Bahria Town - Precinct 35,  Bahria Sports City, Karachi",20000000,4,4,3150
Karachi,"Bahria Town - Precinct 19,  Bahria Town Karachi, Karachi",9000000,2,2,954
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",68000000,5,6,3375
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",40000000,3,4,2601
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",40000000,3,4,2601
Karachi,"Falcon Complex New Malir,  Malir, Karachi",85000000,5,6,4500
Karachi,"Navy Housing Scheme Karsaz,  Karachi, Karachi",79000000,5,6,4203
Karachi,"Navy Housing Scheme Karsaz,  Karachi, Karachi",105000000,5,6,3150
Karachi,"Falcon Complex New Malir,  Malir, Karachi",72000000,5,6,3150
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",68000000,5,6,3375
Karachi,"Bahria Town - Precinct 11-B,  Bahria Town - Precinct 11, Karachi",14500000,3,3,1368
Karachi,"Askari 5 - Sector H,  Askari 5, Karachi",81000000,5,5,3843
Karachi,"Bahria Town - Precinct 35,  Bahria Sports City, Karachi",22400000,4,4,3150
Karachi,"Gohar Complex,  Liaquat Avenue, Karachi",5600000,2,2,603
Karachi,"Emaar Crescent Bay,  DHA Phase 8, Karachi",70000000,5,5,3429
Karachi,"Bukhari Commercial Area,  DHA Phase 6, Karachi",32000000,4,4,1899
Karachi,"Emaar Coral Towers,  Emaar Crescent Bay, Karachi",130000000,3,4,4500
Karachi,"Naya Nazimabad - Block C,  Naya Nazimabad, Karachi",47500000,5,5,2160
Karachi,"Naya Nazimabad - Block C,  Naya Nazimabad, Karachi",48000000,5,5,2160
Karachi,"Naya Nazimabad - Block C,  Naya Nazimabad, Karachi",49000000,5,5,2160
Karachi,"Naya Nazimabad - Block C,  Naya Nazimabad, Karachi",50000000,5,5,2160
Karachi,"Naya Nazimabad,  Karachi, Karachi",50000000,5,5,2160
Karachi,"Naya Nazimabad,  Karachi, Karachi",49000000,5,5,2160
Karachi,"Naya Nazimabad,  Karachi, Karachi",48000000,5,5,2160
Karachi,"Naya Nazimabad,  Karachi, Karachi",47500000,5,5,2160
Karachi,"Askari 5,  Malir Cantonment, Karachi",36000000,3,4,2601
Karachi,"Bahria Town Karachi,  Karachi, Karachi",13000000,3,3,1125
Karachi,"Bahria Apartments,  Bahria Town Karachi, Karachi",9600000,2,2,981
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",15500000,4,4,1125
Karachi,"Bahria Town - Precinct 27,  Bahria Town Karachi, Karachi",17000000,3,3,2115
Karachi,"Bahria Town Karachi,  Karachi, Karachi",6600000,2,2,819
Karachi,"Falcon Complex New Malir,  Malir, Karachi",79000000,5,5,4500
Karachi,"Capital Cooperative Housing Society,  Scheme 33 - Sector 35-A, Karachi",27000000,4,6,1080
Karachi,"Bahria Town - Ali Block,  Bahria Town - Precinct 12, Karachi",14000000,0,0,1125
Karachi,"Bahria Town - Jinnah Avenue,  Bahria Town Karachi, Karachi",6200000,0,0,999
Karachi,"Askari 5 - Sector J,  Askari 5, Karachi",69000000,5,5,3375
Karachi,"Bahria Town - Precinct 8,  Bahria Town Karachi, Karachi",18500000,5,5,2250
Karachi,"Emaar Coral Towers,  Emaar Crescent Bay, Karachi",40000000,1,1,1197
Karachi,"DHA Phase 8,  DHA Defence, Karachi",65000000,3,5,3204
Karachi,"Bahria Town - Precinct 1,  Bahria Town Karachi, Karachi",36500000,5,5,2250
Karachi,"Bahria Town - Precinct 30,  Bahria Town Karachi, Karachi",24500000,5,5,2250
